Passenger1 ID;Passenger2 ID;Number of flights together
3065;6978;4
4645;10154;4
6180;6595;4
9009;9042;4
2130;1905;4
10130;2171;4
10798;10713;4
11200;11131;4
11137;11964;4
5989;7866;4
10123;9557;4
3671;141;4
9400;9382;4
605;319;4
11282;14093;4
3242;4438;4
8165;75;4
11284;11690;4
11857;11899;4
11395;11370;4
2441;10110;4
646;294;4
6642;5164;4
9903;4606;4
8375;5686;4
8078;11592;4
9989;7068;4
13669;13643;4
4575;2478;4
6017;5964;4
14751;14739;4
11896;9062;4
4661;2761;4
6084;1293;4
309;1095;4
1247;1576;4
10361;10393;4
4288;2134;4
12358;6947;4
3078;6555;4
12578;12574;4
888;1041;4
11300;11283;4
3597;9703;4
1826;4551;4
8461;6876;4
912;1387;4
10758;4955;4
6041;4191;4
2610;11571;4
1050;1413;4
859;3876;4
5977;1865;4
4593;4551;4
2583;2592;4
5319;4516;4
5022;172;4
7485;7450;4
10196;10067;4
3580;3528;4
11101;11174;4
5260;3078;4
5443;6866;4
7342;2909;4
6858;4969;4
9777;3223;4
3180;3173;4
9413;9802;4
8411;8073;4
1645;3966;4
12761;12772;4
10022;1563;4
5147;2214;4
3549;3600;4
14691;14650;4
4481;6897;4
4786;10262;4
4223;979;4
3955;1300;4
1389;7858;4
8777;1723;4
5143;2454;4
1391;2959;4
49;2099;4
4707;8399;4
5766;5779;4
4534;700;4
2160;2158;4
67;57;4
9051;9026;4
11111;11188;4
585;9231;4
243;248;4
2926;6441;4
8969;8987;4
5143;1513;4
11417;11496;4
4481;6866;4
7101;7499;4
3742;6507;4
4219;4291;4
5724;6836;4
4080;5490;4
2545;1323;4
13900;9234;4
10334;11388;4
1300;4814;4
4553;5652;4
1752;763;4
13235;13277;4
812;895;4
4497;2825;4
4294;172;4
8025;12587;4
6120;10492;4
5055;10758;4
2402;2480;4
5760;5773;4
6259;3743;4
1465;1248;4
3866;8108;4
1689;2810;4
10338;10396;4
7237;7151;4
2734;6096;4
7151;5094;4
9259;1266;4
3527;4069;4
15135;15176;4
5892;4341;4
6242;1053;4
5668;8332;4
10368;10322;4
9298;9252;4
1031;701;4
10017;2503;4
14752;14787;4
3414;3117;4
3873;486;4
3759;5920;4
6114;10097;4
1818;5408;4
6059;3785;4
2544;3937;4
10437;10403;4
3261;3297;4
14651;14639;4
3720;4335;4
5505;615;4
13851;4989;4
10181;2292;4
11781;11726;4
3737;6112;4
613;6001;4
5481;5734;4
1073;712;4
5787;8461;4
1902;1933;4
79;9798;4
6453;8658;4
9246;7198;4
615;650;4
14782;14725;4
1391;901;4
2273;946;4
5771;5953;4
11067;8368;4
3114;2152;4
6071;6854;4
3180;226;4
5798;6855;4
760;1321;4
9340;9400;4
2857;3898;4
8268;3257;4
3163;2673;4
4661;4608;4
4235;11939;4
6408;4412;4
5153;589;4
11118;11101;4
7068;7043;4
628;1520;4
5744;6855;4
1026;341;4
8042;11214;4
1146;4815;4
11074;5798;4
11175;11173;4
9127;5653;4
6931;5586;4
10398;3875;4
5111;10938;4
8714;8017;4
11243;10975;4
7367;8099;4
6896;1955;4
9388;10668;4
11969;11926;4
10076;10019;4
4412;6878;4
1046;1214;4
8338;4184;4
13623;13648;4
11193;11148;4
6869;6071;4
11400;9385;4
3368;7849;4
8331;8314;4
4650;4685;4
1220;271;4
3579;3504;4
1801;4647;4
6896;5734;4
6423;6407;4
4451;11871;4
11360;2693;4
8294;5260;4
1074;2717;4
1041;9659;4
2115;2119;4
4423;4464;4
7028;7043;4
2322;2381;4
5240;9171;4
2288;2271;4
2326;8190;4
603;6743;4
622;680;4
5787;9489;4
4199;1767;4
5426;5416;4
3518;3506;4
8464;4146;4
4947;4903;4
2188;2137;4
2100;1342;4
437;1464;4
2062;9493;4
5596;8068;4
774;382;4
3586;3563;4
2174;10023;4
970;937;4
11145;11115;4
3677;8195;4
5744;6884;4
4608;4680;4
8057;2069;4
1417;694;4
2100;3837;4
10205;6323;4
2110;2131;4
2470;2426;4
10016;1404;4
10597;10329;4
10762;191;4
1747;4126;4
8180;1719;4
10453;10424;4
1463;1423;4
4329;6776;4
10143;10198;4
648;3183;4
4665;446;4
1619;6893;4
837;851;4
4802;556;4
9433;4876;4
4433;5610;4
14778;14782;4
4632;9758;4
4451;4460;4
10962;10910;4
7410;7436;4
12323;11572;4
3648;2291;4
2612;9859;4
2685;1728;4
9097;9035;4
10412;10445;4
3239;11529;4
1817;6069;4
243;226;4
14071;14055;4
9348;8005;4
484;1257;4
4217;3668;4
11213;3977;4
1370;2758;4
1637;8329;4
6135;12004;4
7593;2844;4
1228;1569;4
3894;11057;4
2201;6453;4
932;8101;4
10012;10552;4
3681;5136;4
10015;10753;4
1693;3123;4
5081;7851;4
590;594;4
11074;10989;4
12302;1429;4
9945;9919;4
687;10552;4
6001;1142;4
11165;11135;4
2792;1808;4
2613;289;4
11881;2560;4
5156;731;4
2325;2221;4
11161;11164;4
3065;9615;4
9742;4566;4
2520;2571;4
3084;1607;4
7850;1154;4
12707;12759;4
5931;6591;4
11021;5721;4
11282;1992;4
3330;10344;4
3688;4814;4
5167;10740;4
773;9620;4
7948;9798;4
2894;2816;4
6052;813;4
3179;13045;4
871;12052;4
3531;11957;4
6694;9810;4
10389;10357;4
11239;10525;4
11175;11767;4
9725;7656;4
11137;11109;4
6613;5002;4
7271;6114;4
294;274;4
6993;8922;4
12233;2529;4
5370;53;4
5564;6205;4
8735;4080;4
988;3654;4
5787;5716;4
6165;8644;4
1007;313;4
7039;1329;4
1867;1878;4
6954;6532;4
739;3127;4
6731;8529;4
923;1398;4
6339;5620;4
3119;6583;4
4233;4270;4
6205;10267;4
4609;3861;4
2930;9596;4
3289;2124;4
3656;1377;4
3349;1892;4
14796;14728;4
9160;9537;4
4362;4016;4
4460;4420;4
5233;2530;4
9819;601;4
1738;1789;4
3491;763;4
12594;12508;4
1503;1247;4
3660;9403;4
877;8270;4
4380;4090;4
3332;412;4
2026;190;4
291;4076;4
9548;10596;4
5446;5439;4
6532;8534;4
141;3654;4
3977;2941;4
2568;274;4
11474;11954;4
13400;637;4
5468;5435;4
187;9618;4
288;3442;4
8127;4389;4
12204;289;4
2236;3577;4
11853;2333;4
7187;2489;4
10016;7098;4
4177;4170;4
10481;8327;4
3410;3451;4
5499;5477;4
6814;2734;4
1242;1196;4
4473;10440;4
11272;1966;4
9443;5483;4
8450;8403;4
1499;12100;4
9810;1824;4
9374;9400;4
11143;11109;4
6474;290;4
794;1167;4
2232;853;4
5865;2111;4
5082;3404;4
10480;10452;4
8803;315;4
10658;10640;4
137;9033;4
12772;12771;4
8234;10832;4
1300;664;4
6857;183;4
2744;2746;4
2868;870;4
2106;6293;4
3875;8772;4
4178;3180;4
5292;4308;4
8827;10283;4
4972;2251;4
12204;10379;4
3330;5575;4
7280;2724;4
2323;4275;4
374;1043;4
13565;9480;4
9992;2684;4
2586;3180;4
340;3743;4
13842;3155;4
1662;4656;4
6096;5771;4
7162;4819;4
6049;5954;4
8446;11515;4
11139;11183;4
11483;13391;4
73;6396;4
9651;9691;4
1260;9073;4
3205;3266;4
1694;1665;4
6866;5761;4
3517;3682;4
2561;1677;4
4414;4401;4
6950;6912;4
5303;6694;4
292;860;4
11189;11194;4
6111;335;4
2412;1057;4
2534;8882;4
7540;13618;4
10480;10417;4
5513;6307;4
126;3681;4
7679;8424;4
8403;9551;4
2708;8121;4
6352;9985;4
4473;3975;4
4416;4402;4
12594;12540;4
11132;11176;4
673;603;4
4134;11876;4
3758;917;4
5159;5117;4
1542;3955;4
1444;6027;4
13203;3380;4
11198;9856;4
1291;2543;4
5450;1617;4
557;6548;4
5067;3445;4
5377;5355;4
1641;10371;4
6848;5734;4
2797;3172;4
11145;11148;4
9600;5931;4
5741;5701;4
1352;7600;4
2123;759;4
1265;9259;4
10880;2522;4
8895;9562;4
6015;6834;4
3538;3594;4
6899;10406;4
5683;9684;4
1888;3642;4
2783;10000;4
4296;4289;4
6460;8491;4
10760;10726;4
11282;9944;4
5394;5345;4
8736;3343;4
1502;374;4
3785;7997;4
10562;10502;4
12600;12506;4
11148;11198;4
3648;2935;4
13839;3179;4
12810;11600;4
1525;4019;4
6256;2262;4
3208;1476;4
2768;11061;4
7721;4166;4
2406;2438;4
10442;10452;4
1962;1966;4
4901;159;4
2122;2187;4
5477;4013;4
451;8037;4
2581;6468;4
3475;2178;4
7236;8078;4
1942;1984;4
1592;4593;4
5946;5738;4
1386;12508;4
138;13264;4
8471;5571;4
1115;264;4
3991;6092;4
2163;2130;4
2975;2974;4
8252;5410;4
10464;10465;4
12497;12439;4
5991;5978;4
14022;14100;4
4854;3368;4
2973;7768;4
6143;7862;4
3938;6041;4
2408;2411;4
8024;8017;4
582;10203;4
6892;8983;4
5459;5481;4
9364;12233;4
11193;11129;4
3351;3393;4
1649;11514;4
8216;3590;4
9630;9696;4
2492;2485;4
6626;5275;4
1223;1561;4
10306;2706;4
9209;379;4
6695;5480;4
1322;913;4
9305;1609;4
3418;1078;4
12057;11267;4
10115;13683;4
10670;2766;4
2905;1288;4
5092;4314;4
953;773;4
2076;908;4
4673;11579;4
772;324;4
5496;5466;4
9363;6331;4
14741;14702;4
5685;5626;4
2114;2129;4
12758;12782;4
2190;2141;4
1343;5547;4
1947;8206;4
1966;1913;4
11284;7068;4
4275;8501;4
1878;2709;4
925;2954;4
4611;4632;4
7557;4813;4
7756;7775;4
4076;4852;4
899;837;4
11239;11292;4
1225;10044;4
6750;625;4
7039;5566;4
5009;1586;4
5972;5959;4
2168;2129;4
1005;1220;4
3953;8474;4
6049;6848;4
5423;7896;4
3572;5434;4
5683;9649;4
11450;8025;4
5587;7068;4
6099;10632;4
10442;10485;4
8559;8581;4
11124;11106;4
4212;12401;4
11276;11876;4
7051;7033;4
1030;1226;4
11807;4774;4
690;5081;4
334;2725;4
633;629;4
4862;7713;4
3867;231;4
1079;7656;4
683;3932;4
4904;935;4
5404;5498;4
15158;15114;4
6776;9677;4
3463;7496;4
3220;6506;4
5696;10037;4
2336;3089;4
7469;7324;4
3668;3517;4
7012;7092;4
10274;3054;4
2276;2410;4
7476;4416;4
4552;10313;4
2628;2685;4
370;13549;4
4877;8979;4
1812;10667;4
1244;8461;4
6855;6001;4
2154;2168;4
5734;6854;4
1646;6786;4
9738;8778;4
8746;11282;4
8235;8231;4
3850;7020;4
9441;1772;4
64;9601;4
4396;358;4
2747;1214;4
11157;11153;4
14759;14779;4
2509;4611;4
11175;11135;4
3847;9443;4
4514;8024;4
4941;8807;4
5998;5924;4
10719;10756;4
628;3446;4
10756;8262;4
5911;10344;4
1997;1987;4
8566;5463;4
1444;9266;4
7141;3932;4
637;2717;4
2492;2438;4
6878;5706;4
4850;7298;4
10016;736;4
11239;10050;4
13235;10004;4
12335;7866;4
12532;12558;4
7705;1911;4
5328;5361;4
3078;210;4
2332;2392;4
12733;12721;4
6286;335;4
7407;7487;4
4491;4425;4
6092;1586;4
3548;2245;4
312;1378;4
5867;1417;4
1649;7394;4
4695;4700;4
3720;2171;4
13900;13898;4
5605;7346;4
4273;4251;4
2886;8073;4
5405;1977;4
2992;3046;4
5984;7666;4
478;12073;4
777;796;4
690;9132;4
11183;11199;4
7803;7868;4
1950;1611;4
3116;3152;4
596;599;4
5194;5191;4
6160;6784;4
5481;5409;4
2356;2311;4
4739;5803;4
10058;6987;4
10408;10403;4
1532;6418;4
4503;12555;4
9720;9707;4
4234;8664;4
12371;6622;4
2516;821;4
1343;701;4
4609;2767;4
7001;1632;4
1820;5292;4
3794;3748;4
613;8228;4
10706;10771;4
1656;4459;4
8363;9386;4
165;1833;4
2875;9043;4
217;239;4
11834;10756;4
4317;4304;4
8654;8662;4
7205;4247;4
6968;7470;4
10873;10805;4
7560;6765;4
10083;1378;4
1016;3102;4
3439;655;4
7429;8286;4
1328;5764;4
15130;15160;4
10509;4784;4
391;4205;4
6027;6084;4
2641;2647;4
14759;14757;4
2697;1503;4
3670;4646;4
2573;1645;4
6453;5533;4
9732;9746;4
7579;10023;4
7733;7363;4
804;881;4
4121;1632;4
5664;5637;4
1323;10365;4
8165;1831;4
11256;6777;4
7562;7463;4
6535;7635;4
6050;7068;4
2265;2214;4
8960;4877;4
7846;12088;4
9083;6127;4
1994;5092;4
1739;11872;4
2251;12787;4
6906;7407;4
1163;1186;4
3930;3904;4
906;1849;4
45;1273;4
3861;3184;4
2490;4161;4
9619;9650;4
3624;2405;4
6220;6733;4
7735;7327;4
2625;2960;4
11923;4235;4
362;1038;4
9742;79;4
796;3093;4
382;1013;4
3528;3367;4
4546;4510;4
2713;11521;4
1920;1922;4
4700;4969;4
1449;10757;4
1443;1415;4
2188;2163;4
2272;3507;4
12323;5634;4
375;1085;4
4610;6954;4
5432;5456;4
600;502;4
7861;7853;4
761;1056;4
8180;7866;4
3937;5435;4
11173;11143;4
6023;8099;4
1296;6024;4
4151;11201;4
3409;8548;4
12875;12887;4
11109;11115;4
14786;14793;4
11150;11115;4
1845;10069;4
11173;11160;4
5243;7650;4
1827;1805;4
6892;9014;4
355;761;4
2428;2435;4
2203;2211;4
5278;512;4
7433;6951;4
901;2941;4
3668;3585;4
1882;1143;4
7118;9498;4
3405;3650;4
191;9626;4
13668;13614;4
8919;10010;4
8658;6474;4
4838;5037;4
9058;9940;4
132;13296;4
812;4148;4
10526;10567;4
11137;11136;4
4047;649;4
10779;10796;4
2069;7060;4
9066;9682;4
13564;13593;4
4717;92;4
6618;4546;4
5114;5144;4
1561;3978;4
9972;2713;4
11137;11145;4
917;12070;4
117;1955;4
5734;6832;4
4554;443;4
1378;4287;4
10806;10841;4
8724;8710;4
7710;13668;4
1311;2975;4
10788;10705;4
2996;2977;4
7836;6576;4
330;1056;4
5672;4852;4
388;9684;4
1111;1180;4
10016;10057;4
9402;2441;4
10871;8196;4
7629;1677;4
4361;4396;4
14226;14203;4
1884;1830;4
12587;6860;4
5279;5286;4
5641;5630;4
12210;12276;4
8635;1281;4
5412;5408;4
520;557;4
3953;2125;4
10626;3275;4
701;3413;4
1034;1636;4
1957;1984;4
14757;14793;4
9623;7463;4
1163;1196;4
2841;3451;4
9010;9035;4
4424;5812;4
7331;2909;4
8006;7122;4
1358;3547;4
5967;5902;4
14757;14725;4
6839;438;4
2392;1317;4
10857;2182;4
3021;9598;4
2457;2418;4
3164;188;4
2076;13195;4
6049;1619;4
3847;231;4
11213;5513;4
11324;11274;4
5696;7706;4
2409;2434;4
5724;6864;4
6622;9615;4
5590;5566;4
8171;6453;4
6061;6857;4
9812;9653;4
10481;10434;4
5652;9602;4
4822;4811;4
957;2942;4
2811;5332;4
5478;5448;4
11720;11726;4
2396;2574;4
12100;5925;4
494;467;4
7122;262;4
3404;4264;4
6097;7872;4
5479;5498;4
13268;13549;4
438;6047;4
8947;11280;4
1232;8541;4
959;6847;4
366;2586;4
725;702;4
7768;3418;4
9781;3107;4
2722;2780;4
4942;5977;4
1583;7073;4
4712;4814;4
274;3931;4
2261;2271;4
3114;3134;4
8562;9177;4
1419;1160;4
4092;4321;4
9057;10267;4
6796;8289;4
5194;5146;4
4451;9014;4
1715;9682;4
9775;9944;4
6175;6946;4
1454;2212;4
12284;726;4
1825;3382;4
10975;4802;4
187;9665;4
5616;11803;4
5420;2544;4
3502;2295;4
2326;4468;4
3867;8684;4
7575;7554;4
11355;11332;4
14703;14769;4
1866;3120;4
9031;9089;4
500;4652;4
3668;3649;4
5478;5406;4
2514;4439;4
4796;8353;4
2734;6885;4
5516;5596;4
1138;7076;4
7837;10767;4
2097;11930;4
1662;5450;4
4035;4069;4
79;9315;4
4338;6127;4
5465;8261;4
3111;3453;4
6486;6940;4
9418;6095;4
11034;7846;4
6447;4092;4
10460;10435;4
4090;8909;4
13819;9252;4
8788;8758;4
2172;2164;4
243;3112;4
15153;15146;4
6020;7662;4
10235;9481;4
4177;4157;4
139;3609;4
1813;4010;4
12542;3976;4
9522;10718;4
6860;10306;4
4716;8039;4
6258;6554;4
6469;6827;4
3260;3651;4
8165;8136;4
2255;912;4
10784;14071;4
347;7643;4
2093;56;4
8180;8013;4
8922;5548;4
7832;2171;4
3413;716;4
8024;8690;4
712;5754;4
5939;5981;4
8541;6591;4
508;1886;4
8959;8991;4
6075;6854;4
3665;2941;4
3920;1643;4
4217;1283;4
10576;5175;4
5574;5568;4
4109;8375;4
3491;1053;4
130;3681;4
7499;3466;4
4395;4380;4
6006;10757;4
9816;10638;4
8171;5905;4
1028;888;4
2262;2484;4
2425;2462;4
7308;7306;4
5982;5725;4
3920;6382;4
1444;869;4
5133;5026;4
7288;8434;4
4827;7508;4
12250;4513;4
10676;3789;4
11027;10328;4
7823;10938;4
1863;5998;4
2251;9059;4
1715;9626;4
392;1043;4
9291;3545;4
11145;11139;4
4656;446;4
849;844;4
7851;2966;4
4711;3657;4
2251;4431;4
6097;6067;4
12170;2206;4
8877;8363;4
1313;2407;4
5012;5033;4
3581;3594;4
9997;4130;4
12051;7043;4
7230;1858;4
4223;1722;4
278;240;4
7060;42;4
7346;7389;4
1005;9581;4
2206;2268;4
8007;8906;4
2317;2390;4
13195;13160;4
4784;4275;4
3195;3134;4
5009;4646;4
6987;2489;4
259;12250;4
438;6075;4
10456;10481;4
11376;12144;4
4583;3824;4
3962;15160;4
3576;4481;4
5662;5612;4
3851;1609;4
5163;5277;4
9600;1681;4
7484;398;4
3524;9480;4
3284;8320;4
1700;485;4
7502;9522;4
8411;5734;4
6064;6847;4
11593;3875;4
9213;9288;4
4287;5395;4
7948;11214;4
8095;7812;4
3275;7076;4
8576;816;4
202;8249;4
2405;1343;4
9777;3880;4
11767;5081;4
6987;7098;4
2685;6001;4
11160;11194;4
283;7163;4
6869;2734;4
6960;6972;4
5443;6893;4
2541;913;4
10085;6111;4
5256;8399;4
10168;3997;4
5139;3706;4
4297;3858;4
4468;9815;4
11803;10778;4
3861;3940;4
9586;4286;4
1779;9362;4
4646;4593;4
4543;3021;4
5775;5760;4
347;375;4
10740;4565;4
5422;4255;4
10357;3239;4
4335;8990;4
3610;9576;4
4002;4053;4
3851;10017;4
1057;763;4
7243;4170;4
3188;3174;4
5596;5755;4
3635;141;4
740;1029;4
4969;950;4
448;641;4
3537;3603;4
11253;1954;4
3235;899;4
2589;7699;4
1800;1338;4
8445;3677;4
5994;5970;4
3616;8165;4
7860;9410;4
1436;3932;4
10483;10494;4
5467;1337;4
9478;12159;4
614;6024;4
4137;1149;4
1347;1387;4
10212;10069;4
3755;865;4
10937;5136;4
2952;2938;4
10403;7205;4
2642;3931;4
7650;546;4
5686;5624;4
557;2117;4
5766;5782;4
8967;6481;4
2238;3735;4
1368;8142;4
4115;4136;4
10945;10983;4
3447;3475;4
13240;13848;4
1917;9057;4
3978;3913;4
6832;6069;4
467;2247;4
3611;3589;4
4823;7076;4
845;888;4
12204;8541;4
3657;2447;4
2634;2441;4
7172;7180;4
8821;7266;4
9306;9348;4
8679;8137;4
3297;12318;4
3198;286;4
3439;3477;4
3536;2910;4
8297;4072;4
11194;11140;4
1229;10212;4
10203;4070;4
6912;6984;4
9544;611;4
5243;5286;4
10458;10409;4
4166;5111;4
9384;9368;4
2210;2218;4
11880;1240;4
1955;11680;4
4337;6024;4
9601;3405;4
11803;8851;4
13265;6616;4
1863;2701;4
7191;1860;4
8727;8771;4
1439;2816;4
1149;1165;4
7903;11509;4
6884;6075;4
2275;435;4
6233;6201;4
6946;6968;4
12323;7635;4
5575;3802;4
8038;6864;4
13297;1356;4
5635;7877;4
15121;15193;4
4194;5289;4
6810;4983;4
10710;6560;4
3947;4827;4
2674;1506;4
1566;2643;4
4420;6323;4
10512;12301;4
1315;7900;4
6299;1002;4
5873;6396;4
3676;5694;4
8411;1770;4
4781;5587;4
4473;4469;4
1426;1407;4
6590;8212;4
3436;364;4
848;6769;4
264;10569;4
5486;5448;4
9171;4972;4
1878;1864;4
11412;1089;4
7582;3472;4
4746;9252;4
975;1844;4
9026;6003;4
647;2128;4
9659;8194;4
4356;4363;4
4662;4639;4
5526;4329;4
2781;1884;4
1205;1034;4
3593;3556;4
2124;3703;4
7706;10016;4
8518;869;4
9773;9727;4
4109;8786;4
10356;6813;4
5209;2479;4
13160;954;4
5429;5477;4
3660;2446;4
6830;5491;4
605;2870;4
8030;4945;4
3220;9340;4
4830;1282;4
6052;4627;4
10486;10418;4
6825;6469;4
2914;2938;4
1261;2068;4
11879;2985;4
2563;11750;4
4828;2127;4
11315;3316;4
9743;707;4
946;3698;4
14787;14751;4
1323;10512;4
6668;1715;4
441;5579;4
1254;6326;4
5058;870;4
4732;8529;4
1678;8040;4
12377;10446;4
5511;11332;4
13416;13432;4
10706;10727;4
11844;5980;4
9977;9258;4
9395;2458;4
5711;6865;4
3292;6166;4
4678;4297;4
9367;3524;4
3361;1863;4
5491;950;4
910;4377;4
5127;2131;4
6008;6855;4
5037;6292;4
7312;670;4
1075;991;4
10728;10788;4
2511;11025;4
2124;3307;4
9104;9159;4
3846;2957;4
3547;8017;4
10718;10702;4
5789;6745;4
7799;10313;4
9441;5002;4
6858;1619;4
7068;953;4
10644;9057;4
7638;5609;4
9043;13221;4
2404;2452;4
8040;2196;4
3794;3717;4
519;529;4
8777;5620;4
3518;2252;4
7073;3847;4
2965;886;4
4387;4332;4
525;7185;4
5876;848;4
2699;314;4
9800;46;4
392;4097;4
13693;10689;4
6575;344;4
11141;11190;4
11073;1142;4
2185;2111;4
9030;9009;4
940;4377;4
10227;1004;4
2254;6352;4
5207;8834;4
6701;6475;4
1968;1930;4
2392;9653;4
4687;9992;4
5275;8382;4
2458;1079;4
660;5278;4
9665;10455;4
2043;4362;4
3472;3777;4
4555;9676;4
3571;1321;4
3230;3295;4
5529;11627;4
2229;1016;4
8631;12173;4
5757;5737;4
8988;9529;4
2681;3966;4
11466;4955;4
7650;7629;4
14741;14744;4
3295;5420;4
6100;8403;4
10310;1056;4
2938;2933;4
3096;3063;4
966;5015;4
1129;264;4
42;13561;4
4587;3849;4
3924;2531;4
13822;13870;4
2717;204;4
5982;5944;4
493;1062;4
4046;8983;4
11572;4685;4
1046;3527;4
2482;6989;4
2124;2119;4
8037;7298;4
7153;9223;4
6956;6937;4
2563;2720;4
4329;9693;4
6084;5486;4
1747;7983;4
801;822;4
5456;3850;4
4314;4310;4
11472;848;4
12052;9700;4
5491;6885;4
3989;3901;4
8261;4034;4
5414;3875;4
4195;4171;4
42;5201;4
6884;6077;4
11614;11652;4
442;3990;4
3572;391;4
4066;4075;4
4630;4655;4
2463;2486;4
2187;2188;4
998;2957;4
1451;9856;4
2457;2026;4
2293;1384;4
8981;11767;4
4541;9793;4
3992;1113;4
6825;1865;4
2734;6830;4
10756;10709;4
2114;2182;4
756;877;4
11502;601;4
4060;4080;4
11716;7593;4
10453;10407;4
1863;407;4
2193;2125;4
10079;10035;4
3041;5760;4
2240;3532;4
9380;3880;4
3154;759;4
467;1752;4
5458;5483;4
8353;141;4
3289;3238;4
10356;9812;4
3371;3308;4
3989;3908;4
4553;9619;4
3578;920;4
988;3678;4
4484;3993;4
1548;5356;4
3703;1042;4
7624;8178;4
2053;3512;4
4188;9659;4
13603;13613;4
4786;4769;4
4444;11649;4
6480;9684;4
11151;11191;4
3243;9757;4
3522;4787;4
3174;3167;4
11090;5447;4
11108;11194;4
167;2886;4
4336;1844;4
2802;5737;4
15042;15071;4
7552;10439;4
6424;6494;4
9898;6471;4
3945;3911;4
2474;2409;4
10435;10463;4
873;3796;4
916;1254;4
4855;4810;4
10684;8671;4
11214;11217;4
7737;8579;4
2260;2249;4
4862;8213;4
7194;2994;4
13518;13561;4
7442;7407;4
946;941;4
205;2586;4
670;680;4
4823;1138;4
7123;5955;4
3029;2457;4
4552;6004;4
719;376;4
7654;10354;4
4945;582;4
7730;7788;4
5668;2033;4
1053;3475;4
3837;8877;4
5031;2117;4
12005;11074;4
8599;9052;4
1916;1956;4
2967;3829;4
2160;697;4
5941;5926;4
10786;2594;4
10371;9410;4
4337;1762;4
3665;2079;4
9557;1378;4
11196;11124;4
14693;14614;4
5796;5789;4
7346;5101;4
6858;1865;4
12862;8359;4
10313;5876;4
10348;10356;4
10785;10799;4
7200;9242;4
4673;4614;4
362;1045;4
5204;187;4
4737;5755;4
5590;8007;4
8944;761;4
4440;3368;4
779;789;4
7640;7604;4
3924;3978;4
2993;6864;4
14053;12813;4
10252;7433;4
4217;10037;4
10470;10482;4
2094;2048;4
8250;8212;4
1884;6832;4
11749;11778;4
9640;5672;4
10203;4451;4
8548;3339;4
6915;3663;4
7533;7542;4
12230;8529;4
1538;2848;4
1853;3367;4
5681;13851;4
13795;13734;4
6839;4316;4
9035;13404;4
2982;7418;4
2427;2221;4
10428;10470;4
7657;3226;4
395;746;4
383;1196;4
2619;4672;4
5477;5484;4
8884;8983;4
10508;12185;4
7462;9252;4
1920;1945;4
12789;12764;4
5463;5421;4
4089;13618;4
1423;1415;4
5377;2905;4
5494;5964;4
7710;9856;4
3249;7600;4
7384;7366;4
13989;13948;4
1616;5708;4
2571;1613;4
8005;1128;4
739;624;4
2174;4689;4
8101;2495;4
6437;2614;4
8721;8752;4
1619;6847;4
5459;2701;4
5643;3332;4
11972;12000;4
5603;6900;4
1860;11221;4
2760;5718;4
4846;8546;4
3024;5767;4
3849;7110;4
5238;2223;4
1545;5143;4
2068;10461;4
3198;11797;4
865;839;4
5788;4412;4
5336;4544;4
244;603;4
1938;574;4
831;3486;4
8909;3962;4
9044;5546;4
4223;3668;4
4166;7712;4
451;8068;4
283;439;4
2504;10104;4
9649;4933;4
11122;11109;4
3743;3749;4
8375;7535;4
3940;4552;4
10271;6512;4
6730;6798;4
1693;333;4
6903;3242;4
5509;8411;4
5459;5401;4
5201;10244;4
6833;4674;4
3542;7850;4
622;677;4
284;217;4
4542;3998;4
5977;5942;4
5647;5696;4
8167;5012;4
10737;4820;4
1976;5156;4
9904;7864;4
1208;8297;4
10802;5741;4
6468;4130;4
7716;8965;4
337;383;4
14769;14793;4
2197;3436;4
1064;10017;4
7092;7074;4
4618;4656;4
2984;2942;4
10698;10673;4
7331;7733;4
451;611;4
6829;6063;4
1410;8830;4
5450;6004;4
1930;1942;4
3223;7919;4
3627;6741;4
10819;10814;4
2404;2460;4
6347;9997;4
2176;2177;4
3629;7967;4
5429;5459;4
9790;7138;4
5377;5393;4
12570;4070;4
11188;11127;4
8554;13119;4
6987;10760;4
187;9649;4
14266;14260;4
5479;5483;4
3416;9977;4
2024;182;4
1904;4745;4
1035;324;4
9068;9014;4
11196;11183;4
7840;7852;4
5616;11871;4
10483;10454;4
11145;11128;4
1670;5016;4
4421;7618;4
2076;2875;4
10776;7560;4
11698;11683;4
1418;1289;4
6866;6001;4
9350;9314;4
1077;1219;4
7799;3741;4
3367;378;4
2578;1076;4
2960;2982;4
14629;14690;4
2136;2111;4
10107;9101;4
2601;6784;4
11307;8271;4
1903;4038;4
4483;11027;4
8317;2574;4
274;1300;4
4075;4060;4
2905;2101;4
13365;3680;4
3198;2199;4
13442;13487;4
6522;2503;4
4117;4955;4
1309;1343;4
1337;2906;4
8445;10690;4
2435;5122;4
11867;11827;4
392;755;4
8269;8222;4
6338;9083;4
11535;871;4
5240;12586;4
2190;2154;4
1727;1744;4
3011;3049;4
2129;2148;4
9937;9951;4
11593;10812;4
2477;1043;4
5665;1511;4
6475;6453;4
6060;12764;4
5166;5186;4
3766;3783;4
2168;2165;4
1240;231;4
2145;2129;4
1828;4941;4
356;1085;4
1095;603;4
6358;6376;4
6839;5964;4
7098;7677;4
8112;8614;4
10586;10541;4
8363;10440;4
837;843;4
4811;9460;4
5970;5962;4
8791;8754;4
946;3679;4
9264;9498;4
6114;5748;4
4810;2949;4
10697;10626;4
2745;11888;4
9443;4000;4
12210;10238;4
7180;7859;4
2906;2992;4
1025;5539;4
